Cust_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Number_of_Referrals,,Offer,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
4760-XOHVN,Female,54,Yes,2,Myers Flat,95554,1,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.45,19.45,0,0,48.18,Churned,Competitor,Competitor made better offer
4763-PGDPO,Female,19,No,0,Sacramento,95831,0,4,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,70.4,281,0,70,515.48,Churned,Competitor,Competitor had better devices
4765-OXPPD,Female,20,Yes,0,Ventura,93003,1,9,Offer E,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,65,663.05,0,0,720.2,Churned,Competitor,Competitor offered more data
4767-HZZHQ,Male,32,Yes,3,Redondo Beach,90277,5,30,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,82.05,2570.2,0,120,2875.9,Stayed,,
4770-QAZXN,Female,42,No,0,Tomales,94971,0,13,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.45,232.1,0,0,834,Stayed,,
4770-UEZOX,Male,19,No,0,Fallbrook,92028,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,144.8,0,0,231.92,Joined,,
4774-HHGGS,Male,64,Yes,0,Janesville,96114,1,30,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.05,637.55,0,0,978.95,Stayed,,
4776-XSKYQ,Female,48,Yes,1,Laguna Hills,92653,4,12,None,No,,Yes,DSL,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,30.25,368.85,0,0,368.85,Stayed,,
4778-IZARL,Male,46,Yes,0,New Cuyama,93254,8,63,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.1,6705.7,0,0,6906.04,Stayed,,
4779-ZGICK,Male,39,Yes,1,Los Angeles,90057,0,48,Offer B,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,23.55,1173.35,0,0,1742.63,Stayed,,
4781-ZXYGU,Male,25,Yes,2,Sausalito,94965,7,1,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.15,20.15,0,0,38.78,Joined,,
4782-OSFXZ,Female,72,Yes,0,Lodi,95242,1,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.7,5831.2,0,0,8495.83,Stayed,,
4785-FCIFB,Female,20,Yes,0,Forest Falls,92339,10,61,Offer B,Yes,Yes,No,,,,,,,,,,Two Year,No,Mailed Check,24.4,1417.9,0,0,2643.39,Stayed,,
4785-NKHCX,Male,65,No,0,O Neals,93645,0,5,Offer E,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.05,94.15,0,0,244.85,Stayed,,
4785-QRJHC,Male,80,Yes,0,San Francisco,94132,1,46,None,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,59.9,2816.65,0,150,2966.65,Churned,Competitor,Competitor offered higher download speeds
4786-UKSNZ,Male,45,No,0,Clayton,94517,0,1,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.2,20.2,0,0,31.45,Churned,Competitor,Competitor made better offer
4789-KWMXN,Male,42,Yes,0,Tuolumne,95379,1,47,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.85,5275.8,4.93,0,6164.81,Churned,Price,Price too high
4791-QRGMF,Male,33,Yes,0,Miranda,95553,1,59,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.1,0,0,6595.94,Churned,Competitor,Competitor offered more data
4795-KTRTH,Female,68,Yes,0,San Diego,92122,1,5,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81,371.65,40.64,10,577.41,Churned,Competitor,Competitor made better offer
4795-UXVCJ,Male,63,No,0,Gonzales,93926,0,26,Offer C,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.8,457.3,0,0,1645.5,Stayed,,
4795-WRNVT,Female,32,No,0,Pomona,91768,0,40,None,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65.1,2586,0,0,3048.4,Stayed,,
4797-AXPXK,Female,64,No,2,Lompoc,93436,0,1,Offer E,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60,60,0,10,113.48,Churned,Attitude,Attitude of service provider
4797-MIWUM,Male,22,Yes,3,Goleta,93117,0,7,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.25,174.7,0,0,523.51,Stayed,,
4800-CZMPC,Female,24,Yes,0,Delano,93215,1,48,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103.25,5037.55,0,0,5342.83,Churned,Attitude,Attitude of service provider
4800-VHZKI,Female,59,No,0,San Diego,92122,0,1,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.9,19.9,0,0,56.53,Churned,Competitor,Competitor made better offer
4801-JZAZL,Female,32,Yes,2,Angelus Oaks,92305,1,11,None,No,,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.6,346.45,27.24,0,319.21,Stayed,,
4801-KFYKL,Male,28,No,3,Granada Hills,91344,0,8,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.45,159.2,0,0,174.8,Stayed,,
4803-AXVYP,Female,75,No,0,Butte City,95920,0,38,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0,0,5535.07,Churned,Dissatisfaction,Service dissatisfaction
4803-LBYPN,Male,44,Yes,1,Orange,92868,1,34,Offer C,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.8,635.9,46.07,0,2104.19,Stayed,,
4804-NCPET,Male,32,Yes,3,Clearlake,95422,3,19,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.2,387.4,0,0,989.7,Stayed,,
4806-DXQCE,Female,77,Yes,0,Santa Monica,90404,7,70,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,113.65,7714.65,24.36,0,10167.59,Stayed,,
4806-HIPDW,Female,64,Yes,0,Calimesa,92320,1,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,68.95,0,0,90.6,Churned,Dissatisfaction,Limited range of services
4806-KEXQR,Male,27,No,0,Lockeford,95237,0,4,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,324.3,0,0,496.54,Churned,Competitor,Competitor had better devices
4807-IZYOZ,Female,25,No,0,North Palm Springs,92258,0,51,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.65,1020.75,19.32,0,1982.16,Stayed,,
4808-YNLEU,Female,51,Yes,0,Maywood,90270,1,35,Offer C,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,62.15,2215.45,0,0,3074,Stayed,,
4811-JBUVU,Male,62,No,0,Sherman Oaks,91423,0,30,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,2723.15,0,0,3682.25,Stayed,,
4813-HQMGZ,Female,54,Yes,0,Ducor,93218,4,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.25,743.75,0,0,822.79,Stayed,,
4815-GBTCD,Female,55,Yes,0,Wishon,93669,1,4,None,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0,0,99.95,Stayed,,
4815-TUMEQ,Female,25,No,0,Lynwood,90262,0,10,Offer D,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,19.3,185.2,0,0,639.4,Stayed,,
4815-YOSUK,Male,22,Yes,2,Aliso Viejo,92656,9,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,104.9,7537.5,0,0,10502.46,Stayed,,
4816-JBHOV,Male,72,No,0,Los Angeles,90044,0,2,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0,0,176.56,Churned,Competitor,Competitor offered more data
4816-LXZYW,Female,51,No,0,Long Beach,90810,0,23,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-7,1676.95,0,0,2446.07,Churned,Competitor,Competitor had better devices
4816-OKWNX,Male,38,Yes,1,Los Angeles,90034,2,50,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.4,5236.4,0,0,7046.9,Stayed,,
4817-KEQSP,Female,43,Yes,2,Temecula,92592,2,71,None,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.85,1326.35,0,0,2521.99,Stayed,,
4817-QRJSX,Female,46,No,0,Clovis,93612,0,10,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81,818.05,0,0,1313.05,Churned,Attitude,Attitude of support person
4817-VYYWS,Female,21,No,0,Silverado,92676,0,30,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,2983.8,0,0,3335.7,Churned,Dissatisfaction,Service dissatisfaction
4818-DRBQT,Male,29,Yes,0,Farmersville,93223,1,29,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,2265.25,0,0,3020.12,Churned,Attitude,Attitude of support person
4818-QIUFN,Female,69,No,0,Desert Hot Springs,92241,0,20,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1520.9,0,0,1757.3,Churned,Attitude,Attitude of support person
4819-HJPIW,Male,32,No,0,Avery,95224,0,18,None,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.15,476.8,0,0,476.8,Stayed,,
4821-SJHJV,Female,25,Yes,3,Calipatria,92233,6,32,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.6,2901.8,0,0,4453.48,Stayed,,
4821-WQOYN,Female,25,Yes,2,Little River,95456,6,72,None,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,20.1,1326.25,0,0,2913.85,Stayed,,
4822-LPTYJ,Male,38,Yes,0,Los Angeles,90021,8,72,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,103.75,7346.2,0,130,8664.2,Stayed,,
4822-NGOCH,Female,60,No,0,Sacramento,95831,0,13,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1058.6,0,0,1343.04,Churned,Price,Long distance charges
4822-RVYBB,Male,75,No,0,Berkeley,94704,0,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,819.4,0,0,1143,Churned,Attitude,Attitude of support person
4822-YCXMX,Male,64,No,0,Fresno,93705,0,25,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,2043.45,0,0,2251.2,Churned,Price,Extra data charges
4824-GUCBY,Female,77,No,0,San Francisco,94127,0,22,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,81.7,1820.9,29.88,0,2306.48,Stayed,,
4825-FUREZ,Male,49,Yes,0,San Jose,95148,10,42,None,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.25,835.5,0,0,2757,Stayed,,
4825-XJGDM,Female,59,No,0,Mccloud,96057,0,61,Offer B,No,,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,43.7,2696.55,0,0,2696.55,Stayed,,
4826-DXMUP,Male,23,No,2,Mountain View,94041,0,35,None,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,72.1,2495.15,0,0,2849,Stayed,,
4826-TZEVA,Female,50,No,0,O Neals,93645,0,40,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.8,2971.7,0,0,3714.5,Stayed,,
4826-XTSOH,Male,66,Yes,0,Moss Landing,95039,0,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0,0,124.83,Churned,Competitor,Competitor had better devices
4827-DPADN,Female,28,Yes,3,Los Angeles,90032,3,72,None,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,83.3,6042.7,0,80,7885.26,Stayed,,
4827-LTQRJ,Female,70,Yes,2,Shasta,96087,1,66,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,110.6,7210.85,0,0,10139.93,Stayed,,
4827-USJHP,Male,45,No,0,Glendale,91208,0,20,Offer D,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.8,1023.85,0,0,1102.65,Stayed,,
4828-FAZPK,Female,30,Yes,2,Inglewood,90301,1,16,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.95,1267.95,0,0,2065.55,Stayed,,
4829-AUOAX,Female,57,No,0,Los Angeles,90014,0,46,None,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4399.5,0,80,4763.78,Churned,Price,Extra data charges
4829-ZLJTK,Female,80,Yes,0,Penngrove,94951,5,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,112.4,8046.85,0,0,9143.41,Stayed,,
4830-FAXFM,Male,62,No,2,Korbel,95550,0,19,Offer D,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,24.1,439.2,0,0,714.32,Stayed,,
4831-EOBFE,Male,43,Yes,0,Mountain Ranch,95246,1,29,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.65,2649.15,0,0,3823.36,Churned,Other,Don't know
4832-VRBMR,Male,65,Yes,0,Parker Dam,92267,1,65,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,6792.45,0,0,7874.7,Stayed,,
4833-QTJNO,Male,66,Yes,0,Coulterville,95311,10,67,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.85,5588.8,0,0,8597.1,Stayed,,
4835-YSJMR,Male,59,No,0,Ceres,95307,0,39,Offer C,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,49.8,1971.15,0,0,2124.42,Stayed,,
4836-WNFNO,Female,56,Yes,0,Los Angeles,90032,7,72,None,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,-7,1849.2,0,0,4727.76,Stayed,,
4837-PZTIC,Female,54,No,0,Torrance,90504,0,47,Offer B,No,,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,41.9,1875.25,0,0,1875.25,Stayed,,
4837-QUSFT,Female,35,Yes,0,Oakley,94561,8,65,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,100.15,6643.5,0,0,9023.8,Stayed,,
4840-ORQXB,Female,67,No,0,Sierra Madre,91024,0,56,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.75,5841.35,36.52,0,7352.67,Stayed,,
4844-JJWUY,Female,65,No,0,San Francisco,94121,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,86,0,0,114.82,Churned,Competitor,Competitor made better offer
4846-WHAFZ,Female,80,Yes,1,Whittier,90602,1,37,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,2868.15,0,0,3102.36,Churned,Price,Extra data charges
4847-QNOKA,Female,30,No,0,Modesto,95355,0,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.9,44.9,0,0,86.68,Churned,Dissatisfaction,Lack of self-service on Website
4847-TAJYI,Female,77,No,0,Chula Vista,91911,0,6,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.35,567.8,0,0,616.16,Stayed,,
4849-PYRLQ,Female,80,No,0,Fremont,94536,0,56,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,73.25,4054.2,17.16,0,6125.84,Stayed,,
4851-BQDNX,Male,56,Yes,1,Oxnard,93035,5,40,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,85.05,3355.65,38.15,0,3893.9,Stayed,,
4853-OITSN,Male,33,Yes,0,Oakland,94606,8,5,Offer E,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,413.25,0,0,491.95,Stayed,,
4853-RULSV,Male,25,No,0,Miramonte,93641,0,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104,7250.15,0,0,8103.45,Churned,Attitude,Attitude of service provider
4854-CIDCF,Female,74,No,0,Los Angeles,90065,0,3,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,73.85,196.4,0,0,336.35,Joined,,
4854-SSLTN,Male,49,Yes,4,Torrance,90502,8,2,Offer E,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,59.5,130.5,0,0,215.6,Joined,,
4855-SNKMY,Female,31,No,0,Los Angeles,90024,0,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.1,44.1,0,0,48.51,Churned,Competitor,Competitor made better offer
4859-ZSRDZ,Female,58,Yes,0,Vacaville,95687,1,58,Offer B,No,,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.5,3166.9,0,0,3166.9,Stayed,,
4860-IJUDE,Male,34,No,0,Ripon,95366,0,13,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.75,956.65,0,0,1347.43,Stayed,,
4860-YZGZM,Male,27,No,0,San Jose,95128,0,10,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20,185.4,0,0,579.3,Stayed,,
4868-AADLV,Male,77,Yes,2,Durham,95938,0,66,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,116.25,7862.25,0,0,8078.07,Stayed,,
4869-EPIUS,Male,37,Yes,0,San Rafael,94901,3,56,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.9,4557.5,0,0,7143.58,Stayed,,
4871-JTKJF,Female,70,No,0,Selma,93662,0,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0,0,100.78,Churned,Attitude,Attitude of service provider
4872-JCVCA,Female,44,Yes,0,Desert Hot Springs,92241,1,71,Offer A,No,,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,47.6,3377.8,0,0,3377.8,Stayed,,
4872-VXRIL,Male,22,No,0,Lancaster,93536,0,56,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.65,3665.55,0,0,6371.47,Stayed,,
4873-ILOLJ,Male,64,No,0,Sunol,94586,0,24,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.35,2238.5,0,0,3018.26,Churned,Competitor,Competitor had better devices
4877-EVATK,Male,30,No,0,Elk,95432,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20,20,0,0,66.77,Churned,Attitude,Attitude of service provider
4877-TSOFF,Female,41,Yes,3,Morongo Valley,92256,7,55,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.75,4264.25,0,0,5153.05,Stayed,,
4878-BUNFV,Male,59,Yes,1,Oakland,94621,10,42,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Mailed Check,20.7,828.85,0,0,2173.69,Stayed,,
4879-GZLFH,Female,33,Yes,3,Buena Park,90621,10,42,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.15,3875.4,0,0,4620.9,Stayed,,
4881-GQJTW,Male,64,No,0,Taylorsville,95983,0,14,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.6,300.4,0,0,419.96,Stayed,,
4881-JVQOD,Male,73,Yes,3,Oxnard,93030,1,10,None,No,,Yes,Cable,No,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,34.55,362.6,0,0,362.6,Stayed,,
4883-KCPZJ,Female,30,Yes,3,Deer Park,94576,9,22,Offer D,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.25,555.4,0,0,1126.96,Stayed,,
4883-QICIH,Male,37,Yes,0,Bodega Bay,94923,1,32,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,2347.9,19.67,0,2519.91,Churned,Other,Don't know
4884-LEVMQ,Male,39,Yes,0,Valley Springs,95252,10,39,Offer C,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.45,790,0,0,2209.21,Stayed,,
4884-TVUQF,Female,80,No,0,Occidental,95465,0,57,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.3,5779.6,0,0,7882.33,Stayed,,
4884-ZTHVF,Female,80,No,0,Santa Cruz,95065,0,8,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.1,713.6,0,0,1025.68,Stayed,,
4890-VMUAV,Male,46,No,0,Alpine,91901,0,63,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,71.5,4576.3,0,70,5783.45,Stayed,,
4891-NLUBA,Female,46,Yes,3,Paynes Creek,96075,8,61,Offer B,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,61.45,3751.15,0,0,3751.15,Stayed,,
4892-VLANZ,Male,40,No,0,Colusa,95932,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.8,19.8,0,0,29.46,Churned,Price,Long distance charges
4893-GYUJU,Female,29,No,0,Oregon House,95962,0,50,None,Yes,No,No,,,,,,,,,,One Year,Yes,Mailed Check,19.35,1033,29.5,0,1897.5,Stayed,,
4895-TMWIR,Male,79,Yes,0,San Diego,92122,1,11,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.95,214.75,0,0,539.69,Churned,Competitor,Competitor made better offer
4896-CPRPF,Male,38,Yes,3,Valley Ford,94972,1,35,None,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,-9,809.25,0,0,1287.7,Stayed,,
4897-QSUYC,Female,42,No,0,Amboy,92304,0,1,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.15,20.15,0,0,41.74,Churned,Attitude,Attitude of support person
4900-MSOMT,Female,39,Yes,3,Carnelian Bay,96140,7,72,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,80.2,5714.2,0,0,9250.84,Stayed,,
4902-OHLSK,Female,76,No,0,Half Moon Bay,94019,0,29,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,98.65,2862.75,0,0,3471.17,Churned,Attitude,Attitude of support person
4903-CNOZC,Male,25,No,0,La Canada Flintridge,91011,0,29,Offer C,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,70.9,1964.6,0,0,2800.67,Stayed,,
4903-UYAVB,Male,53,Yes,0,Lathrop,95330,0,5,Offer E,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.35,126.05,0,0,284.85,Churned,Competitor,Competitor made better offer
4905-JEFDW,Male,39,No,0,Palo Alto,94306,0,11,None,No,,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,41.6,470.6,0,0,470.6,Churned,Competitor,Competitor offered higher download speeds
